timestamp,drift_rate,vins_x,vins_y
1744599339.8624463,0.7795790788629433,-0.508861127797353,-0.0322206197278529
1744599339.929145,0.7882215120498338,-0.5077084244561652,-0.03605878690339314
1744599339.9958436,0.7918277325584364,-0.5025199412206671,-0.03298871470538172
1744599340.0625424,0.7931032126764647,-0.5008205770790151,-0.029057751091939844
1744599340.1292412,0.8011261207923427,-0.4993358866381493,-0.03245277438776331
1744599340.19594,0.8227255831253518,-0.4983526166022585,-0.04735476528240645
1744599340.2626383,0.8305711835435436,-0.4989533973675309,-0.05158608337474678
1744599340.3293371,0.8209213079662208,-0.4982265156608926,-0.03758041947127441
1744599340.3960357,0.8351467625470699,-0.4935980638350561,-0.04427938020204451
1744599340.4627342,0.8487145784685212,-0.486429643490895,-0.04774432300237487
1744599340.5294325,0.8671543597414751,-0.4781640732546739,-0.05176745305270389
1744599340.596131,0.8747241028829698,-0.47519453758731456,-0.04898573514618078
1744599340.6628299,0.8877430280964979,-0.47489621675031446,-0.05947458701389606
1744599340.7295284,0.8942785335683635,-0.4760562365939586,-0.06359692737309988
1744599340.7962267,0.903755943893693,-0.47356198495551494,-0.06458774934450885
1744599340.8629253,0.9154769992189024,-0.46682615978596453,-0.06633353330703239
1744599340.9296238,0.9264850178657038,-0.4627886899833435,-0.06901209043727803
1744599340.9963224,0.9372243274770404,-0.46082480973483875,-0.07226464629292076
1744599341.063021,0.9539115045373103,-0.45828534335147053,-0.08535957367942305
1744599341.1297195,0.9674665540075142,-0.4586349956278186,-0.09160129483423599
1744599341.196418,0.9755201459003207,-0.45685275792835195,-0.08946712608398709
1744599341.2631166,0.987738744826669,-0.45371079020682803,-0.09362404917857046
1744599341.3298151,0.9997517169188908,-0.45024675934663705,-0.09774406364304464
1744599341.3965137,1.0134171845863056,-0.44672400183030253,-0.10048638774754402
1744599341.4632125,1.02435264956453,-0.4443225481973907,-0.10303532750050154
1744599341.5299108,1.0364949020084906,-0.4416137179766546,-0.10675862133658574
1744599341.5966094,1.0504291791147684,-0.44116000536906685,-0.10842986559266404
1744599341.6633081,1.060953130053013,-0.4390149352595575,-0.10913124315047672
1744599341.7300067,1.0755745726409085,-0.43589881604262015,-0.10993333615901067
1744599341.796705,1.0866308502590172,-0.43239855351312584,-0.10951708958920828
1744599341.8634036,1.0977059130069755,-0.4295139773308814,-0.11006583795970774
1744599341.9301023,1.1076159411448294,-0.42859486220533555,-0.11059375684213589
1744599341.996801,1.1180948308380576,-0.42938755358238223,-0.11062565985661159
1744599342.0634992,1.124528884319364,-0.42940117709912934,-0.11100187588827429
1744599342.1301978,1.140818111457747,-0.42360819041044995,-0.11376853275509523
1744599342.1968963,1.1525572600524348,-0.42102395028480316,-0.11552549866567273
1744599342.263597,1.1627291210315918,-0.4174554354299397,-0.11259423493930922
1744599342.3302991,1.174996807423099,-0.4157625689001367,-0.1101514628397778
